Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
EA:EB:C9:B6:1F:5A,Flex + IMU,64049,341,313,0,618,-721,-504,1138,-377,-3082,211
EA:EB:C9:B6:1F:5A,Flex + IMU,64089,348,313,0,619,-784,-462,1132,-1351,-2445,329
EA:EB:C9:B6:1F:5A,Flex + IMU,64137,353,314,0,620,-811,-515,1122,-308,-2409,1116
EA:EB:C9:B6:1F:5A,Flex + IMU,64145,353,314,0,620,-814,-523,1144,-633,-2343,1320
EA:EB:C9:B6:1F:5A,Flex + IMU,64193,355,314,0,620,-852,-522,1199,-3912,1617,587
EA:EB:C9:B6:1F:5A,Flex + IMU,64201,355,314,0,620,-848,-517,1183,-3912,1617,414
EA:EB:C9:B6:1F:5A,Flex + IMU,64241,356,314,0,619,-691,-417,1094,-8443,4690,664
EA:EB:C9:B6:1F:5A,Flex + IMU,64249,356,314,0,619,-671,-355,1084,-8502,4533,866
EA:EB:C9:B6:1F:5A,Flex + IMU,64289,356,314,0,619,-606,-272,1097,-4171,1808,1580
EA:EB:C9:B6:1F:5A,Flex + IMU,64297,356,314,0,619,-606,-272,1097,-3180,1214,1417
EA:EB:C9:B6:1F:5A,Flex + IMU,64337,355,314,0,618,-620,-354,1202,-3475,351,1835
EA:EB:C9:B6:1F:5A,Flex + IMU,64345,355,314,0,618,-634,-376,1241,-3994,358,2172
EA:EB:C9:B6:1F:5A,Flex + IMU,64385,352,314,0,617,-597,-215,1171,-8267,674,2967
EA:EB:C9:B6:1F:5A,Flex + IMU,64393,351,314,0,617,-567,-113,1126,-8030,424,2832
EA:EB:C9:B6:1F:5A,Flex + IMU,64433,344,314,0,617,-454,16,970,-769,-3362,2071
EA:EB:C9:B6:1F:5A,Flex + IMU,64441,342,314,0,618,-485,-1,997,1648,-5133,2103
EA:EB:C9:B6:1F:5A,Flex + IMU,64481,330,313,0,617,-690,-288,1226,6604,-11517,3851
EA:EB:C9:B6:1F:5A,Flex + IMU,64489,328,313,0,617,-706,-290,1194,6383,-11918,3743
EA:EB:C9:B6:1F:5A,Flex + IMU,64529,320,311,0,616,-787,-402,1094,5353,-11760,2660
EA:EB:C9:B6:1F:5A,Flex + IMU,64537,319,310,0,616,-782,-432,1084,5056,-11903,2468
EA:EB:C9:B6:1F:5A,Flex + IMU,64577,312,305,0,614,-832,-446,1006,4246,-15638,2901
EA:EB:C9:B6:1F:5A,Flex + IMU,64585,310,304,0,613,-855,-413,992,4266,-16295,2864
EA:EB:C9:B6:1F:5A,Flex + IMU,64625,304,297,0,612,-1016,-517,935,6129,-15906,2591
EA:EB:C9:B6:1F:5A,Flex + IMU,64633,303,296,0,612,-1018,-563,901,6087,-15906,2591
EA:EB:C9:B6:1F:5A,Flex + IMU,64673,305,294,0,613,-1237,-549,825,3366,-11354,1970
EA:EB:C9:B6:1F:5A,Flex + IMU,64681,307,294,0,613,-1296,-532,817,3078,-9422,1664
EA:EB:C9:B6:1F:5A,Flex + IMU,64729,320,296,0,616,-1139,-469,598,6398,3901,688
EA:EB:C9:B6:1F:5A,Flex + IMU,64737,322,296,0,617,-1121,-515,564,7025,4039,688
EA:EB:C9:B6:1F:5A,Flex + IMU,64777,329,297,0,619,-966,-653,455,6951,2212,1305
EA:EB:C9:B6:1F:5A,Flex + IMU,64785,330,298,0,619,-976,-658,470,6426,1448,1209
EA:EB:C9:B6:1F:5A,Flex + IMU,64825,334,298,0,620,-1016,-611,541,6185,-2877,1654
EA:EB:C9:B6:1F:5A,Flex + IMU,64833,334,298,0,620,-1068,-643,541,6441,-3334,1804
EA:EB:C9:B6:1F:5A,Flex + IMU,64873,336,298,0,620,-1007,-618,438,7014,-3424,1939
EA:EB:C9:B6:1F:5A,Flex + IMU,64881,336,298,0,620,-983,-627,410,7119,-3371,1750
EA:EB:C9:B6:1F:5A,Flex + IMU,64921,337,297,0,621,-875,-649,179,11201,-7107,3469
EA:EB:C9:B6:1F:5A,Flex + IMU,64929,338,297,0,621,-875,-699,175,12331,-8484,4086
EA:EB:C9:B6:1F:5A,Flex + IMU,64969,340,290,0,621,-1026,-977,305,12132,-12798,5621
EA:EB:C9:B6:1F:5A,Flex + IMU,64977,341,289,0,621,-1107,-978,341,10763,-12466,5144
EA:EB:C9:B6:1F:5A,Flex + IMU,65017,342,283,0,621,-1208,-895,313,3999,-2793,719
EA:EB:C9:B6:1F:5A,Flex + IMU,65025,342,282,0,621,-1184,-899,306,3210,-756,-262
EA:EB:C9:B6:1F:5A,Flex + IMU,65065,343,281,0,622,-1074,-852,244,103,3942,-2297
EA:EB:C9:B6:1F:5A,Flex + IMU,65073,343,281,0,621,-1065,-772,229,-37,4502,-2216
EA:EB:C9:B6:1F:5A,Flex + IMU,65113,348,283,0,622,-1201,-803,370,5561,11904,-2795
EA:EB:C9:B6:1F:5A,Flex + IMU,65121,350,284,0,623,-1148,-894,381,5516,14117,-3339
EA:EB:C9:B6:1F:5A,Flex + IMU,65161,360,286,0,623,-1319,-1135,542,-1261,15987,-5793
