Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
EA:EB:C9:B6:1F:5A,Flex + IMU,18569,318,312,0,623,17,-26,1380,272,28,148
EA:EB:C9:B6:1F:5A,Flex + IMU,18577,318,312,0,623,22,-25,1378,297,61,150
EA:EB:C9:B6:1F:5A,Flex + IMU,18617,318,312,0,623,15,-21,1390,404,212,248
EA:EB:C9:B6:1F:5A,Flex + IMU,18625,318,312,0,623,12,-26,1406,424,235,270
EA:EB:C9:B6:1F:5A,Flex + IMU,18665,318,312,0,623,42,-72,1477,-243,482,285
EA:EB:C9:B6:1F:5A,Flex + IMU,18673,318,312,0,623,60,-38,1517,-946,694,358
EA:EB:C9:B6:1F:5A,Flex + IMU,18713,318,312,0,623,99,-825,1974,-14027,4747,2657
EA:EB:C9:B6:1F:5A,Flex + IMU,18721,318,312,0,623,47,-953,1973,-22786,6050,4331
EA:EB:C9:B6:1F:5A,Flex + IMU,18761,319,313,0,623,-31,-475,1226,-32768,8669,11960
EA:EB:C9:B6:1F:5A,Flex + IMU,18769,319,313,0,623,-29,-272,970,-32768,9249,13122
EA:EB:C9:B6:1F:5A,Flex + IMU,18809,320,314,0,621,-78,579,4,-32768,8208,15591
EA:EB:C9:B6:1F:5A,Flex + IMU,18817,320,314,0,621,-79,605,-103,-32768,7776,16112
EA:EB:C9:B6:1F:5A,Flex + IMU,18857,321,314,0,620,-116,798,-529,-32768,4195,20507
EA:EB:C9:B6:1F:5A,Flex + IMU,18865,321,314,0,620,-178,714,-546,-32768,4195,20507
EA:EB:C9:B6:1F:5A,Flex + IMU,18905,326,314,0,620,-456,549,-1162,-32768,-2064,26733
EA:EB:C9:B6:1F:5A,Flex + IMU,18913,327,314,0,620,-352,734,-1343,-32768,-5374,28278
EA:EB:C9:B6:1F:5A,Flex + IMU,18953,330,314,0,620,-338,1072,-1311,-24567,-25739,22666
EA:EB:C9:B6:1F:5A,Flex + IMU,18961,330,314,0,620,-401,1134,-1311,-15863,-27321,19230
EA:EB:C9:B6:1F:5A,Flex + IMU,19009,334,314,0,620,-507,987,-1506,-7254,-14643,1563
EA:EB:C9:B6:1F:5A,Flex + IMU,19017,335,314,0,620,-374,1073,-1616,-5041,-11441,100
EA:EB:C9:B6:1F:5A,Flex + IMU,19057,339,314,0,620,-208,1196,-1646,14760,-4367,4468
EA:EB:C9:B6:1F:5A,Flex + IMU,19065,340,314,0,620,-231,1196,-1646,16806,-3630,5273
EA:EB:C9:B6:1F:5A,Flex + IMU,19105,341,314,0,620,-150,1204,-1552,19354,-1309,6137
EA:EB:C9:B6:1F:5A,Flex + IMU,19113,340,314,0,620,-123,1292,-1610,21467,-935,6285
EA:EB:C9:B6:1F:5A,Flex + IMU,19153,339,310,0,619,-162,1937,-1810,32763,2544,8517
EA:EB:C9:B6:1F:5A,Flex + IMU,19161,338,309,0,618,-153,1891,-1750,32763,3647,9118
EA:EB:C9:B6:1F:5A,Flex + IMU,19201,333,301,0,619,-49,1198,-1310,32763,11538,14941
EA:EB:C9:B6:1F:5A,Flex + IMU,19209,333,300,0,619,-19,1057,-1177,32763,12883,17314
EA:EB:C9:B6:1F:5A,Flex + IMU,19249,332,300,0,621,172,55,-958,32763,11012,25329
EA:EB:C9:B6:1F:5A,Flex + IMU,19257,331,300,0,621,122,-162,-841,32763,9948,25986
EA:EB:C9:B6:1F:5A,Flex + IMU,19297,327,300,0,623,-64,-972,-482,32763,10051,25391
EA:EB:C9:B6:1F:5A,Flex + IMU,19305,325,300,0,624,-92,-1364,-273,32763,9935,23301
EA:EB:C9:B6:1F:5A,Flex + IMU,19345,315,304,0,624,-85,-3435,1919,23710,23760,4428
EA:EB:C9:B6:1F:5A,Flex + IMU,19353,316,305,0,624,-137,-2304,1249,1195,15092,1945
EA:EB:C9:B6:1F:5A,Flex + IMU,19393,320,307,0,624,150,-415,676,-13497,6643,644
EA:EB:C9:B6:1F:5A,Flex + IMU,19401,320,308,0,624,79,-507,879,-6286,4044,644
EA:EB:C9:B6:1F:5A,Flex + IMU,19441,322,310,0,625,-185,-1887,1547,-11954,-548,3242
EA:EB:C9:B6:1F:5A,Flex + IMU,19449,322,311,0,625,-197,-2061,1580,-21392,-497,3099
EA:EB:C9:B6:1F:5A,Flex + IMU,19489,324,314,0,625,-223,-2220,1342,-32768,2860,3026
EA:EB:C9:B6:1F:5A,Flex + IMU,19497,325,314,0,625,-180,-2112,1117,-32768,2860,3026
EA:EB:C9:B6:1F:5A,Flex + IMU,19545,333,315,0,624,-82,-245,-329,-32768,-358,3407
EA:EB:C9:B6:1F:5A,Flex + IMU,19553,333,315,0,624,-108,-10,-541,-32768,-1460,3608
EA:EB:C9:B6:1F:5A,Flex + IMU,19593,336,316,0,623,3,945,-1212,-32768,-3652,9143
EA:EB:C9:B6:1F:5A,Flex + IMU,19601,337,316,0,623,-32,1356,-1251,-32768,-3652,8927
EA:EB:C9:B6:1F:5A,Flex + IMU,19641,343,316,0,623,-34,964,-1175,-32768,-8711,9066
EA:EB:C9:B6:1F:5A,Flex + IMU,19649,345,316,0,623,-69,1033,-1329,-32768,-10303,9572
EA:EB:C9:B6:1F:5A,Flex + IMU,19689,351,316,0,623,-263,1206,-1243,-22490,-14461,4256
EA:EB:C9:B6:1F:5A,Flex + IMU,19697,352,316,0,623,-263,1206,-1243,-16058,-13883,2050
EA:EB:C9:B6:1F:5A,Flex + IMU,19737,358,315,0,623,-103,658,-1183,-16090,-6026,-776
EA:EB:C9:B6:1F:5A,Flex + IMU,19745,359,315,0,623,-59,836,-1284,-16899,-5288,355
EA:EB:C9:B6:1F:5A,Flex + IMU,19785,363,316,0,623,-191,1080,-1403,4298,-5481,4495
EA:EB:C9:B6:1F:5A,Flex + IMU,19793,363,316,0,623,-214,961,-1357,6586,-4735,4176
EA:EB:C9:B6:1F:5A,Flex + IMU,19833,364,317,0,623,-87,1098,-1649,5349,-810,1069
EA:EB:C9:B6:1F:5A,Flex + IMU,19841,364,317,0,623,-58,1170,-1749,7725,-88,903
EA:EB:C9:B6:1F:5A,Flex + IMU,19881,364,316,0,624,-101,1696,-1940,32473,4905,6855
EA:EB:C9:B6:1F:5A,Flex + IMU,19889,363,315,0,623,-176,1808,-1787,32763,6107,9230
EA:EB:C9:B6:1F:5A,Flex + IMU,19929,354,307,0,623,47,1741,-1947,32763,8208,15960
EA:EB:C9:B6:1F:5A,Flex + IMU,19937,352,306,0,623,53,1661,-2041,32763,8572,17317
EA:EB:C9:B6:1F:5A,Flex + IMU,19977,342,304,0,624,276,78,-2072,32763,8274,21673
EA:EB:C9:B6:1F:5A,Flex + IMU,19985,341,304,0,624,387,-355,-1931,32763,6112,24151
EA:EB:C9:B6:1F:5A,Flex + IMU,20033,324,307,0,625,20,-3077,99,32763,994,32325
EA:EB:C9:B6:1F:5A,Flex + IMU,20041,321,307,0,625,-495,-3333,649,32763,3001,31987
EA:EB:C9:B6:1F:5A,Flex + IMU,20081,320,306,0,625,-583,-1434,733,-4595,17257,6318
EA:EB:C9:B6:1F:5A,Flex + IMU,20089,320,306,0,625,-304,-875,463,-10382,18164,1274
EA:EB:C9:B6:1F:5A,Flex + IMU,20129,322,307,0,625,-48,-923,968,7688,4984,-1996
EA:EB:C9:B6:1F:5A,Flex + IMU,20137,322,308,0,625,52,-1130,1138,7533,4984,-1996
EA:EB:C9:B6:1F:5A,Flex + IMU,20177,322,309,0,625,-161,-1321,1355,-14215,-242,2327
EA:EB:C9:B6:1F:5A,Flex + IMU,20185,322,309,0,625,-195,-1330,1355,-18654,-345,1914
EA:EB:C9:B6:1F:5A,Flex + IMU,20225,323,312,0,625,-210,-1926,1628,-32768,-1390,-2504
EA:EB:C9:B6:1F:5A,Flex + IMU,20233,323,313,0,625,-194,-1806,1628,-32768,-1379,-3139
EA:EB:C9:B6:1F:5A,Flex + IMU,20273,328,315,0,626,-155,-1887,1062,-32768,854,-3836
EA:EB:C9:B6:1F:5A,Flex + IMU,20281,330,315,0,626,-121,-1516,727,-32768,1985,-3391
EA:EB:C9:B6:1F:5A,Flex + IMU,20321,338,316,0,625,3,-149,-790,-32768,-2955,-276
EA:EB:C9:B6:1F:5A,Flex + IMU,20329,339,317,0,625,4,131,-1029,-32768,-5028,739
EA:EB:C9:B6:1F:5A,Flex + IMU,20369,344,318,0,624,47,1435,-1801,-32768,-12087,4776
EA:EB:C9:B6:1F:5A,Flex + IMU,20417,352,317,0,624,-36,1065,-1339,-32768,-14116,-2655
EA:EB:C9:B6:1F:5A,Flex + IMU,20425,353,317,0,623,-70,1007,-1375,-32609,-13954,-2617
EA:EB:C9:B6:1F:5A,Flex + IMU,20465,358,317,0,623,-53,920,-1088,-23487,-13239,2790
EA:EB:C9:B6:1F:5A,Flex + IMU,20513,363,317,0,623,-56,706,-1107,1194,-5584,2498
EA:EB:C9:B6:1F:5A,Flex + IMU,20521,363,317,0,623,-69,726,-1052,467,-4974,2032
EA:EB:C9:B6:1F:5A,Flex + IMU,20569,366,317,0,623,40,909,-1312,-417,-1517,869
EA:EB:C9:B6:1F:5A,Flex + IMU,20577,366,317,0,623,2,1023,-1352,645,-1511,1321
EA:EB:C9:B6:1F:5A,Flex + IMU,20617,368,318,0,623,19,1365,-1659,16323,1467,3629
EA:EB:C9:B6:1F:5A,Flex + IMU,20625,368,318,0,623,8,1459,-1698,21758,2376,4320
EA:EB:C9:B6:1F:5A,Flex + IMU,20665,363,314,0,623,-48,1833,-1825,32763,6688,9437
EA:EB:C9:B6:1F:5A,Flex + IMU,20673,361,312,0,623,-44,1902,-1841,32763,8339,11182
EA:EB:C9:B6:1F:5A,Flex + IMU,20713,352,305,0,624,441,1582,-2566,32763,14233,20301
EA:EB:C9:B6:1F:5A,Flex + IMU,20721,350,305,0,624,520,1296,-2421,32763,13729,22126
EA:EB:C9:B6:1F:5A,Flex + IMU,20761,344,307,0,626,676,-1381,-2220,32763,-2281,29896
EA:EB:C9:B6:1F:5A,Flex + IMU,20769,341,307,0,626,643,-2080,-1720,32763,-2281,31944
EA:EB:C9:B6:1F:5A,Flex + IMU,20809,328,306,0,626,-641,-3514,1614,32763,3728,27199
EA:EB:C9:B6:1F:5A,Flex + IMU,20817,327,306,0,626,-646,-3290,1611,32612,4086,21758
