Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
EA:EB:C9:B6:1F:5A,Flex + IMU,39361,217,288,0,594,-1081,-369,775,73,1014,-397
EA:EB:C9:B6:1F:5A,Flex + IMU,39369,218,288,0,594,-1072,-367,777,-1,1149,-322
EA:EB:C9:B6:1F:5A,Flex + IMU,39409,218,289,0,594,-1067,-362,779,76,1142,-57
EA:EB:C9:B6:1F:5A,Flex + IMU,39417,218,289,0,594,-1072,-353,781,107,1064,-28
EA:EB:C9:B6:1F:5A,Flex + IMU,39457,218,289,0,594,-1083,-380,812,413,549,-20
EA:EB:C9:B6:1F:5A,Flex + IMU,39465,218,289,0,594,-1081,-382,814,359,450,-55
EA:EB:C9:B6:1F:5A,Flex + IMU,39505,219,289,0,595,-1078,-362,824,-100,152,-320
EA:EB:C9:B6:1F:5A,Flex + IMU,39513,219,289,0,595,-1086,-363,823,-155,96,-401
EA:EB:C9:B6:1F:5A,Flex + IMU,39553,218,289,0,595,-1086,-359,817,-497,578,-1216
EA:EB:C9:B6:1F:5A,Flex + IMU,39561,218,289,0,595,-1105,-347,837,-687,914,-1528
EA:EB:C9:B6:1F:5A,Flex + IMU,39601,218,290,0,595,-1133,-264,815,-481,4181,-2991
EA:EB:C9:B6:1F:5A,Flex + IMU,39609,218,289,0,595,-1127,-275,830,-481,4181,-2991
EA:EB:C9:B6:1F:5A,Flex + IMU,39649,219,289,0,595,-1037,-345,844,-561,5626,-3618
EA:EB:C9:B6:1F:5A,Flex + IMU,39657,219,289,0,595,-1018,-341,844,-970,5440,-3511
EA:EB:C9:B6:1F:5A,Flex + IMU,39697,222,289,0,595,-1004,-266,921,-2620,820,-1101
EA:EB:C9:B6:1F:5A,Flex + IMU,39705,223,289,0,595,-1004,-266,921,-2715,-391,-438
EA:EB:C9:B6:1F:5A,Flex + IMU,39745,208,290,0,595,-909,-400,910,-3884,-8953,2960
EA:EB:C9:B6:1F:5A,Flex + IMU,39753,203,291,0,595,-849,-383,901,-4841,-11359,3904
EA:EB:C9:B6:1F:5A,Flex + IMU,39793,196,295,0,591,-1319,-50,849,3305,-7668,5174
EA:EB:C9:B6:1F:5A,Flex + IMU,39801,195,295,0,590,-1276,-331,882,4509,-6048,3831
EA:EB:C9:B6:1F:5A,Flex + IMU,39841,198,296,0,587,-1141,-260,749,-898,-953,1833
EA:EB:C9:B6:1F:5A,Flex + IMU,39849,198,296,0,587,-1082,-199,703,-1497,-664,1330
EA:EB:C9:B6:1F:5A,Flex + IMU,39897,199,297,0,587,-1135,-250,732,1978,2892,-466
EA:EB:C9:B6:1F:5A,Flex + IMU,39905,199,297,0,587,-1096,-275,750,1952,3555,-1432
EA:EB:C9:B6:1F:5A,Flex + IMU,39945,199,298,0,590,-1059,-324,754,798,7026,-6393
EA:EB:C9:B6:1F:5A,Flex + IMU,39953,200,295,0,591,-1199,-231,781,696,10245,-6240
