Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
EA:EB:C9:B6:1F:5A,Flex + IMU,3024,319,323,0,619,52,-145,1378,-17,-277,189
EA:EB:C9:B6:1F:5A,Flex + IMU,3032,319,323,0,619,53,-126,1356,444,-154,151
EA:EB:C9:B6:1F:5A,Flex + IMU,3072,320,323,0,619,47,-176,1388,2850,503,-216
EA:EB:C9:B6:1F:5A,Flex + IMU,3080,320,323,0,619,47,-224,1388,2850,567,-235
EA:EB:C9:B6:1F:5A,Flex + IMU,3120,320,323,0,619,58,-233,1389,751,316,266
EA:EB:C9:B6:1F:5A,Flex + IMU,3128,320,323,0,619,58,-203,1346,445,245,303
EA:EB:C9:B6:1F:5A,Flex + IMU,3168,320,323,0,619,34,-163,1317,2381,1102,-68
EA:EB:C9:B6:1F:5A,Flex + IMU,3176,320,323,0,619,34,-240,1359,2846,1323,-93
EA:EB:C9:B6:1F:5A,Flex + IMU,3216,320,323,0,619,51,-329,1404,-220,2103,-22
EA:EB:C9:B6:1F:5A,Flex + IMU,3224,320,323,0,619,60,-289,1396,-1417,2133,74
EA:EB:C9:B6:1F:5A,Flex + IMU,3264,319,324,0,619,65,-640,1507,-8507,2562,1748
EA:EB:C9:B6:1F:5A,Flex + IMU,3272,318,324,0,619,49,-828,1561,-12350,2576,2463
EA:EB:C9:B6:1F:5A,Flex + IMU,3312,316,324,0,619,4,-1972,1319,-32768,5753,6599
EA:EB:C9:B6:1F:5A,Flex + IMU,3320,317,324,0,619,64,-2113,923,-32768,7663,9095
EA:EB:C9:B6:1F:5A,Flex + IMU,3360,330,325,0,619,124,156,-1272,-32768,5601,32398
EA:EB:C9:B6:1F:5A,Flex + IMU,3368,333,326,0,619,-36,281,-1532,-32768,-524,32763
EA:EB:C9:B6:1F:5A,Flex + IMU,3408,342,327,0,619,-1541,2049,-3857,-32768,-15736,32763
EA:EB:C9:B6:1F:5A,Flex + IMU,3416,344,327,0,618,-1615,3090,-3118,-32768,-16930,32763
EA:EB:C9:B6:1F:5A,Flex + IMU,3464,366,327,0,619,-259,806,-1424,-11986,9464,-5282
EA:EB:C9:B6:1F:5A,Flex + IMU,3472,370,327,0,620,-341,836,-1348,-14760,7499,-1815
EA:EB:C9:B6:1F:5A,Flex + IMU,3512,381,328,0,621,-472,1077,-1094,-16723,3984,2861
EA:EB:C9:B6:1F:5A,Flex + IMU,3520,382,328,0,621,-441,858,-988,-14654,3161,2342
EA:EB:C9:B6:1F:5A,Flex + IMU,3560,386,329,0,621,-422,916,-1003,-13624,-572,4046
EA:EB:C9:B6:1F:5A,Flex + IMU,3568,386,329,0,621,-420,1003,-1004,-12222,-901,4135
EA:EB:C9:B6:1F:5A,Flex + IMU,3608,387,330,0,621,-424,759,-898,-2223,577,-1827
EA:EB:C9:B6:1F:5A,Flex + IMU,3616,388,330,0,621,-413,706,-836,-2223,577,-1827
EA:EB:C9:B6:1F:5A,Flex + IMU,3656,389,330,0,621,-434,683,-896,-2172,405,-558
EA:EB:C9:B6:1F:5A,Flex + IMU,3664,389,330,0,621,-443,665,-873,-1840,327,-586
EA:EB:C9:B6:1F:5A,Flex + IMU,3704,390,331,0,621,-469,818,-1051,3379,-1693,-1066
EA:EB:C9:B6:1F:5A,Flex + IMU,3712,390,331,0,621,-469,818,-1051,5214,-2048,-1005
EA:EB:C9:B6:1F:5A,Flex + IMU,3752,385,331,0,621,-535,1656,-1599,15851,-4054,1688
EA:EB:C9:B6:1F:5A,Flex + IMU,3760,384,331,0,621,-547,2080,-1910,25628,-4285,1735
EA:EB:C9:B6:1F:5A,Flex + IMU,3800,380,331,0,620,-1018,1671,-2708,32763,3348,-14197
EA:EB:C9:B6:1F:5A,Flex + IMU,3848,375,332,0,623,-914,-65,-1873,32763,23564,-24584
EA:EB:C9:B6:1F:5A,Flex + IMU,3856,373,332,0,624,-641,-593,-1858,32763,26293,-28621
EA:EB:C9:B6:1F:5A,Flex + IMU,3896,359,332,0,625,159,-3671,2884,32745,11031,-15774
EA:EB:C9:B6:1F:5A,Flex + IMU,3904,358,332,0,624,519,-2483,2629,24201,10624,-10301
EA:EB:C9:B6:1F:5A,Flex + IMU,3944,357,333,0,624,504,723,1009,17646,1509,1473
EA:EB:C9:B6:1F:5A,Flex + IMU,4000,357,333,0,624,233,-45,1169,-2158,372,2969
EA:EB:C9:B6:1F:5A,Flex + IMU,4008,356,333,0,624,238,-143,1246,1134,-583,2511
EA:EB:C9:B6:1F:5A,Flex + IMU,4048,354,334,0,624,154,-336,1429,879,-2368,524
EA:EB:C9:B6:1F:5A,Flex + IMU,4056,354,334,0,624,130,-489,1429,-35,-1954,443
EA:EB:C9:B6:1F:5A,Flex + IMU,4096,353,334,0,623,139,-187,1379,-536,-1164,330
EA:EB:C9:B6:1F:5A,Flex + IMU,4104,353,334,0,623,103,-296,1446,783,-1057,92
EA:EB:C9:B6:1F:5A,Flex + IMU,4144,353,334,0,623,136,-437,1388,-1652,-852,-70
EA:EB:C9:B6:1F:5A,Flex + IMU,4152,352,334,0,623,93,-563,1458,-3161,-704,-70
EA:EB:C9:B6:1F:5A,Flex + IMU,4192,347,334,0,622,54,-730,1275,-22497,1370,127
EA:EB:C9:B6:1F:5A,Flex + IMU,4200,345,334,0,621,73,-804,1203,-27154,1520,550
EA:EB:C9:B6:1F:5A,Flex + IMU,4240,340,334,0,620,66,-1419,907,-32768,1794,6792
EA:EB:C9:B6:1F:5A,Flex + IMU,4248,341,334,0,620,66,-1547,953,-32768,3394,9950
EA:EB:C9:B6:1F:5A,Flex + IMU,4288,353,334,0,621,25,-589,-1521,-32768,3386,30052
EA:EB:C9:B6:1F:5A,Flex + IMU,4296,355,334,0,622,-196,-494,-1979,-32768,-1260,32713
EA:EB:C9:B6:1F:5A,Flex + IMU,4336,361,334,0,621,-1881,5278,-3513,-32768,-31662,32762
EA:EB:C9:B6:1F:5A,Flex + IMU,4344,361,333,0,621,-1881,4569,-1930,-32768,-31208,27442
EA:EB:C9:B6:1F:5A,Flex + IMU,4384,376,333,0,623,-925,309,-1302,-15346,11424,-8172
EA:EB:C9:B6:1F:5A,Flex + IMU,4392,378,334,0,624,-367,1076,-1691,-21754,14860,-4130
EA:EB:C9:B6:1F:5A,Flex + IMU,4432,385,334,0,625,-284,456,-1165,-10586,742,1833
EA:EB:C9:B6:1F:5A,Flex + IMU,4440,386,334,0,625,-304,490,-1275,-12841,-1433,2222
EA:EB:C9:B6:1F:5A,Flex + IMU,4488,389,334,0,625,-728,868,-1194,-7357,104,660
EA:EB:C9:B6:1F:5A,Flex + IMU,4496,389,334,0,625,-653,788,-1180,-5489,2571,-1383
