Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
D4:72:11:8B:5A:4D,Flex + IMU,13185,576,226,0,335,-89,281,1359,626,276,-26
D4:72:11:8B:5A:4D,Flex + IMU,13193,576,225,0,335,-85,280,1362,629,281,-36
D4:72:11:8B:5A:4D,Flex + IMU,13233,576,225,0,335,-75,291,1353,674,-16,112
D4:72:11:8B:5A:4D,Flex + IMU,13241,576,225,0,335,-74,285,1353,775,-85,123
D4:72:11:8B:5A:4D,Flex + IMU,13281,576,226,0,335,-85,262,1346,916,-109,133
D4:72:11:8B:5A:4D,Flex + IMU,13289,576,225,0,335,-82,263,1350,877,-73,126
D4:72:11:8B:5A:4D,Flex + IMU,13329,576,225,0,335,-81,270,1340,765,48,66
D4:72:11:8B:5A:4D,Flex + IMU,13337,576,225,0,335,-86,265,1341,798,20,56
D4:72:11:8B:5A:4D,Flex + IMU,13377,576,225,0,335,-92,260,1348,465,28,-4
D4:72:11:8B:5A:4D,Flex + IMU,13385,576,225,0,335,-83,274,1339,465,28,-4
D4:72:11:8B:5A:4D,Flex + IMU,13433,576,225,0,335,-98,269,1339,617,-22,20
D4:72:11:8B:5A:4D,Flex + IMU,13441,576,225,0,335,-95,269,1337,554,52,18
D4:72:11:8B:5A:4D,Flex + IMU,13481,576,225,0,335,-89,283,1335,619,152,13
D4:72:11:8B:5A:4D,Flex + IMU,13489,576,225,0,335,-86,283,1333,619,152,13
D4:72:11:8B:5A:4D,Flex + IMU,13529,576,225,0,335,-92,264,1335,666,62,0
D4:72:11:8B:5A:4D,Flex + IMU,13537,576,225,0,335,-89,268,1336,613,79,-11
D4:72:11:8B:5A:4D,Flex + IMU,13577,576,225,0,335,-85,277,1332,696,90,23
D4:72:11:8B:5A:4D,Flex + IMU,13585,576,226,0,335,-85,277,1332,721,90,13
D4:72:11:8B:5A:4D,Flex + IMU,13625,576,225,0,335,-96,273,1340,621,164,-55
D4:72:11:8B:5A:4D,Flex + IMU,13633,576,225,0,335,-93,272,1333,537,222,-36
D4:72:11:8B:5A:4D,Flex + IMU,13673,575,226,0,335,-84,284,1339,676,137,-8
D4:72:11:8B:5A:4D,Flex + IMU,13681,575,225,0,335,-89,275,1339,676,131,-16
D4:72:11:8B:5A:4D,Flex + IMU,13721,575,225,0,335,-91,278,1343,551,270,-17
D4:72:11:8B:5A:4D,Flex + IMU,13729,576,225,0,335,-82,285,1340,570,284,-22
D4:72:11:8B:5A:4D,Flex + IMU,13769,576,225,0,335,-80,269,1350,650,188,-96
D4:72:11:8B:5A:4D,Flex + IMU,13777,576,226,0,335,-78,270,1350,616,178,-105
D4:72:11:8B:5A:4D,Flex + IMU,13817,576,225,0,335,-86,276,1345,472,198,-66
D4:72:11:8B:5A:4D,Flex + IMU,13825,576,225,0,335,-88,268,1348,409,167,-110
D4:72:11:8B:5A:4D,Flex + IMU,13865,576,225,0,335,-65,279,1357,-1584,145,-290
D4:72:11:8B:5A:4D,Flex + IMU,13873,576,225,0,335,-69,303,1351,-1897,115,-246
D4:72:11:8B:5A:4D,Flex + IMU,13913,576,225,0,335,-70,269,1372,-2063,-94,-378
D4:72:11:8B:5A:4D,Flex + IMU,13921,576,225,0,335,-67,263,1381,-2505,-124,-378
D4:72:11:8B:5A:4D,Flex + IMU,13969,576,225,0,335,-69,247,1330,-10550,-1176,-1079
D4:72:11:8B:5A:4D,Flex + IMU,13977,576,225,0,335,-65,295,1299,-12303,-1478,-1246
D4:72:11:8B:5A:4D,Flex + IMU,14017,576,226,0,335,-90,926,1123,-10403,-2236,-1975
D4:72:11:8B:5A:4D,Flex + IMU,14025,576,226,0,335,-48,1156,1057,-6912,-2329,-2146
D4:72:11:8B:5A:4D,Flex + IMU,14065,576,226,0,333,-108,1754,647,31389,-4463,2314
D4:72:11:8B:5A:4D,Flex + IMU,14073,576,225,0,332,-161,1652,575,32763,-5202,3879
D4:72:11:8B:5A:4D,Flex + IMU,14113,574,208,0,319,-56,461,723,32763,-11285,12727
D4:72:11:8B:5A:4D,Flex + IMU,14121,573,201,0,315,0,375,518,32763,-11285,14493
D4:72:11:8B:5A:4D,Flex + IMU,14161,569,183,0,298,-49,-602,-889,32763,-18015,15301
D4:72:11:8B:5A:4D,Flex + IMU,14169,569,184,0,296,-65,-893,-1284,32763,-17322,14221
D4:72:11:8B:5A:4D,Flex + IMU,14209,569,194,0,302,-351,-2171,-2390,32763,-336,3567
D4:72:11:8B:5A:4D,Flex + IMU,14217,570,197,0,305,-351,-2171,-2390,32763,4408,1066
D4:72:11:8B:5A:4D,Flex + IMU,14257,571,210,0,322,-639,-1867,-1000,32763,8354,-1963
D4:72:11:8B:5A:4D,Flex + IMU,14265,571,211,0,324,-475,-1834,-1149,32763,8609,-3672
D4:72:11:8B:5A:4D,Flex + IMU,14305,570,215,0,332,-508,-612,-1380,16156,3805,-3897
D4:72:11:8B:5A:4D,Flex + IMU,14313,570,216,0,332,-465,-726,-1248,17126,2723,-4523
D4:72:11:8B:5A:4D,Flex + IMU,14353,569,216,0,334,-342,-971,-1022,10619,-590,-3831
D4:72:11:8B:5A:4D,Flex + IMU,14361,569,216,0,334,-348,-936,-1014,8063,-1805,-3770
D4:72:11:8B:5A:4D,Flex + IMU,14401,570,216,0,335,-271,-807,-1138,1147,-6255,-4964
D4:72:11:8B:5A:4D,Flex + IMU,14409,570,215,0,335,-247,-853,-1155,-520,-7305,-5339
D4:72:11:8B:5A:4D,Flex + IMU,14449,569,214,0,332,-198,-1118,-1126,-15407,-11375,-6191
D4:72:11:8B:5A:4D,Flex + IMU,14457,569,214,0,331,-255,-1249,-1085,-21447,-11554,-6165
D4:72:11:8B:5A:4D,Flex + IMU,14505,567,211,0,331,-497,-2440,-1492,-32768,2733,-7992
