Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
D4:72:11:8B:5A:4D,Flex + IMU,54800,575,228,0,296,147,125,2164,5925,-2543,-2318
D4:72:11:8B:5A:4D,Flex + IMU,54808,575,227,0,296,139,96,2210,4909,-3412,-2243
D4:72:11:8B:5A:4D,Flex + IMU,54848,575,227,0,296,105,35,2092,-2955,-9425,-1587
D4:72:11:8B:5A:4D,Flex + IMU,54856,575,227,0,295,105,64,2060,-2955,-10705,-1438
D4:72:11:8B:5A:4D,Flex + IMU,54896,575,226,0,294,-69,434,1881,-6624,-13343,-751
D4:72:11:8B:5A:4D,Flex + IMU,54904,575,226,0,294,-86,403,1840,-5948,-13765,-543
D4:72:11:8B:5A:4D,Flex + IMU,54944,575,226,0,293,-92,342,1682,-7650,-15369,640
D4:72:11:8B:5A:4D,Flex + IMU,54952,575,226,0,293,-92,342,1675,-8881,-15609,1326
D4:72:11:8B:5A:4D,Flex + IMU,54992,575,226,0,294,-8,413,1509,-12880,-15149,3658
D4:72:11:8B:5A:4D,Flex + IMU,55000,575,226,0,294,4,459,1419,-12610,-15122,4928
D4:72:11:8B:5A:4D,Flex + IMU,55040,574,226,0,294,-11,207,1064,-5569,-14604,5684
D4:72:11:8B:5A:4D,Flex + IMU,55048,574,226,0,294,-30,91,1024,-6378,-13931,4617
D4:72:11:8B:5A:4D,Flex + IMU,55088,574,226,0,296,-85,216,757,-14269,-7244,-2216
D4:72:11:8B:5A:4D,Flex + IMU,55096,574,226,0,296,-18,237,730,-15031,-5791,-3273
D4:72:11:8B:5A:4D,Flex + IMU,55136,574,227,0,297,282,1214,408,-8511,-820,-1014
D4:72:11:8B:5A:4D,Flex + IMU,55144,575,227,0,297,398,1402,143,-1293,-1299,2843
D4:72:11:8B:5A:4D,Flex + IMU,55184,574,227,0,298,-3,1543,106,32746,-3771,16434
D4:72:11:8B:5A:4D,Flex + IMU,55192,575,227,0,298,-4,1546,-161,32763,-1136,18671
D4:72:11:8B:5A:4D,Flex + IMU,55240,575,230,0,300,-177,961,-1527,32763,16812,31860
D4:72:11:8B:5A:4D,Flex + IMU,55248,574,230,0,301,-106,695,-1643,32763,20100,30741
D4:72:11:8B:5A:4D,Flex + IMU,55288,564,230,0,306,-113,-358,-2891,32763,18981,-2370
D4:72:11:8B:5A:4D,Flex + IMU,55296,563,231,0,307,-242,-1232,-2941,32763,12994,-14329
D4:72:11:8B:5A:4D,Flex + IMU,55336,561,231,0,308,-280,-3840,252,8068,-32768,56
D4:72:11:8B:5A:4D,Flex + IMU,55344,561,231,0,309,-1409,-1542,2754,20818,-31654,6821
D4:72:11:8B:5A:4D,Flex + IMU,55384,562,231,0,310,-395,-2073,-1418,-5620,12225,-4782
D4:72:11:8B:5A:4D,Flex + IMU,55392,562,231,0,310,-524,-2261,-1287,-3540,12176,-4782
