Device Address,Exercise,Timestamp,Thumb,Ring,Middle,Index,Acc(x),Acc(y),Acc(z),Gyr(x),Gyr(y),Gyr(z)
D4:72:11:8B:5A:4D,Flex + IMU,47777,585,222,0,343,-245,847,1055,416,-63,-313
D4:72:11:8B:5A:4D,Flex + IMU,47785,585,222,0,343,-260,849,1041,416,-63,-316
D4:72:11:8B:5A:4D,Flex + IMU,47825,585,222,0,343,-245,851,1045,140,-88,-316
D4:72:11:8B:5A:4D,Flex + IMU,47833,585,222,0,343,-248,851,1053,172,-151,-302
D4:72:11:8B:5A:4D,Flex + IMU,47873,585,222,0,343,-247,839,1054,295,-304,-428
D4:72:11:8B:5A:4D,Flex + IMU,47881,585,222,0,343,-247,839,1054,133,-310,-425
D4:72:11:8B:5A:4D,Flex + IMU,47921,585,222,0,343,-242,866,1024,-345,-330,-364
D4:72:11:8B:5A:4D,Flex + IMU,47929,585,222,0,343,-237,863,1028,-247,-325,-400
D4:72:11:8B:5A:4D,Flex + IMU,47969,585,222,0,343,-226,884,1041,238,-252,-903
D4:72:11:8B:5A:4D,Flex + IMU,47977,585,222,0,343,-221,908,1050,427,-375,-993
D4:72:11:8B:5A:4D,Flex + IMU,48017,585,223,0,342,-179,1090,1021,3676,-1645,-1724
D4:72:11:8B:5A:4D,Flex + IMU,48025,585,222,0,342,-195,1164,1025,5676,-2192,-1700
D4:72:11:8B:5A:4D,Flex + IMU,48065,586,223,0,342,-204,1755,604,31579,-4310,-1099
D4:72:11:8B:5A:4D,Flex + IMU,48073,587,223,0,342,-237,1707,551,32763,-5180,-1340
D4:72:11:8B:5A:4D,Flex + IMU,48113,591,223,0,344,-249,725,274,32763,-5401,-2656
D4:72:11:8B:5A:4D,Flex + IMU,48121,591,223,0,346,-279,575,-9,32763,-5068,-3309
D4:72:11:8B:5A:4D,Flex + IMU,48169,593,223,0,361,-907,-1439,-1340,32763,-14088,-20954
D4:72:11:8B:5A:4D,Flex + IMU,48177,593,223,0,362,-1010,-1822,-1434,32763,-17606,-24308
D4:72:11:8B:5A:4D,Flex + IMU,48217,593,224,0,368,-1165,-2808,144,32763,-26514,-20005
D4:72:11:8B:5A:4D,Flex + IMU,48225,593,224,0,369,-1146,-2172,354,32763,-23318,-15120
D4:72:11:8B:5A:4D,Flex + IMU,48265,592,225,0,372,-805,-1110,-739,32712,-16065,-3647
D4:72:11:8B:5A:4D,Flex + IMU,48273,592,225,0,373,-853,-1034,-845,31197,-14077,-2208
D4:72:11:8B:5A:4D,Flex + IMU,48313,592,225,0,376,-786,-1153,-988,20372,-7083,-3012
D4:72:11:8B:5A:4D,Flex + IMU,48321,592,225,0,376,-779,-1127,-1077,16528,-5967,-3012
D4:72:11:8B:5A:4D,Flex + IMU,48361,593,226,0,377,-708,-1041,-1094,-2009,-4510,-4700
D4:72:11:8B:5A:4D,Flex + IMU,48369,593,226,0,378,-684,-1012,-1142,-5792,-4290,-4624
D4:72:11:8B:5A:4D,Flex + IMU,48409,594,226,0,378,-724,-1025,-1295,-17506,1489,-1048
D4:72:11:8B:5A:4D,Flex + IMU,48417,594,226,0,378,-676,-1080,-1378,-17506,2136,-1363
D4:72:11:8B:5A:4D,Flex + IMU,48457,581,228,0,378,-709,-2185,-801,-32768,-29,-8412
D4:72:11:8B:5A:4D,Flex + IMU,48505,560,230,0,368,-1426,-3746,-1230,-32768,30522,-29461
D4:72:11:8B:5A:4D,Flex + IMU,48513,558,230,0,365,-1426,-3490,-2057,-32768,32749,-32406
D4:72:11:8B:5A:4D,Flex + IMU,48553,558,231,0,355,-309,-1750,-3347,-32768,32763,-26727
D4:72:11:8B:5A:4D,Flex + IMU,48561,560,231,0,354,-397,-899,-3041,-32768,32763,-19498
D4:72:11:8B:5A:4D,Flex + IMU,48601,566,230,0,350,-26,1602,-1311,-32768,26316,-9407
